"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-12-07"
"Position","Track Name","Artist","Streams","URL","2017-12-07"
"1","rockstar","Post Malone","4943602","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-12-07"
"2","Havana","Camila Cabello","3954124","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-12-07"
"3","New Rules","Dua Lipa","3322611","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-12-07"
"4","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","3314904","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2017-12-07"
"5","Wolves","Selena Gomez","3172459","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-12-07"
"6","Perfect","Ed Sheeran","2938557","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-12-07"
"7","Too Good At Goodbyes","Sam Smith","2828956","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2017-12-07"
"8","Gucci Gang","Lil Pump","2810407","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-12-07"
"9","Let You Down","NF","2735912","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-12-07"
"10","All I Want for Christmas Is You","Mariah Carey","2682297","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","2017-12-07"
"11","What Lovers Do (feat. SZA)","Maroon 5","2680173","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2017-12-07"
"12","Échame La Culpa","Luis Fonsi","2502126","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2017-12-07"
"13","Shape of You","Ed Sheeran","2485084","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-12-07"
"14","Silence","Marshmello","2413618","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-12-07"
"15","Dusk Till Dawn - Radio Edit","ZAYN","2323394","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-12-07"
"16","I Fall Apart","Post Malone","2247045","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-12-07"
"17","Him & I","G-Eazy","2053036","https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V","2017-12-07"
"18","Young Dumb & Broke","Khalid","1930279","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-12-07"
