"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-09-22"
"Position","Track Name","Artist","Streams","URL","2017-09-22"
"1","rockstar","Post Malone","6584360","https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R","2017-09-22"
"2","Mi Gente","J Balvin","4170032","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-09-22"
"3","Too Good At Goodbyes - Edit","Sam Smith","3864041","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-09-22"
"4","New Rules","Dua Lipa","3857223","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-09-22"
"5","1-800-273-8255","Logic","3458946","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-09-22"
"6","Look What You Made Me Do","Taylor Swift","3401094","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-09-22"
"7","Dusk Till Dawn - Radio Edit","ZAYN","3192241","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-09-22"
"8","Havana","Camila Cabello","3123412","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-09-22"
"9","Silence","Marshmello","3002470","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-09-22"
"10","Unforgettable","French Montana","2930219","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-09-22"
"11","Friends (with BloodPop®)","Justin Bieber","2884331","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-09-22"
"12","What Lovers Do (feat. SZA)","Maroon 5","2777620","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-09-22"
"13","Sorry Not Sorry","Demi Lovato","2703478","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-09-22"
"14","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","2613285","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-09-22"
"15","Glorious (feat. Skylar Grey)","Macklemore","2569022","https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE","2017-09-22"
"16","Shape of You","Ed Sheeran","2406844","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-09-22"
"17","Thunder","Imagine Dragons","2314098","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-09-22"
"18","XO TOUR Llif3","Lil Uzi Vert","2281912","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-09-22"
"19","Young Dumb & Broke","Khalid","2279773","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-09-22"
"20","Jocelyn Flores","XXXTENTACION","2208880","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2017-09-22"
"21","Attention","Charlie Puth","2201704","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-09-22"
"22","Bank Account","21 Savage","2110041","https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s","2017-09-22"
"23","Bodak Yellow","Cardi B","2086385","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-09-22"
"24","Without You (feat. Sandro Cavazza)","Avicii","2085608","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-09-22"
"25","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","2060087","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-09-22"
"26","More Than You Know","Axwell /\ Ingrosso","2053309","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-09-22"
"27","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","2048404","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-09-22"
"28","Despacito - Remix","Luis Fonsi","2033389","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-09-22"
"29","Strip That Down","Liam Payne","1989503","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-09-22"
"30","Me Rehúso","Danny Ocean","1863793","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-09-22"
"31","I Like Me Better","Lauv","1849113","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-09-22"
"32","2U (feat. Justin Bieber)","David Guetta","1824618","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-09-22"
"33","HUMBLE.","Kendrick Lamar","1802723","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-09-22"
"34","Mama","Jonas Blue","1798817","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-09-22"
"35","What About Us","P!nk","1735422","https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv","2017-09-22"
"36","Congratulations","Post Malone","1732356","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-09-22"
"37","...Ready For It?","Taylor Swift","1720840","https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM","2017-09-22"
"38","There's Nothing Holdin' Me Back","Shawn Mendes","1696024","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-09-22"
"39","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","1602369","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-09-22"
"40","Lonely Together (feat. Rita Ora)","Avicii","1560455","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-09-22"
