"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-02-28"
"Position","Track Name","Artist","Streams","URL","2018-02-28"
"1","God's Plan","Drake","7649390","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-02-28"
"2","Psycho (feat. Ty Dolla $ign)","Post Malone","6227398","https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF","2018-02-28"
"3","All The Stars (with SZA)","Kendrick Lamar","4448498","https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY","2018-02-28"
"4","IDGAF","Dua Lipa","3414435","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-02-28"
"5","Mine","Bazzi","3334064","https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M","2018-02-28"
"6","Pray For Me (with Kendrick Lamar)","The Weeknd","3106361","https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x","2018-02-28"
"7","FRIENDS","Marshmello","3089698","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-02-28"
"8","Look Alive (feat. Drake)","BlocBoy JB","3069343","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-02-28"
"9","The Middle","Zedd","2909086","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-02-28"
"10","rockstar","Post Malone","2882850","https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX","2018-02-28"
"11","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","2676331","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-02-28"
"12","Amorfoda","Bad Bunny","2649785","https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF","2018-02-28"
"13","Love Lies (with Normani)","Khalid","2613002","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-02-28"
"14","Havana (feat. Young Thug)","Camila Cabello","2533059","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-02-28"
"15","Dura","Daddy Yankee","2515354","https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc","2018-02-28"
"16","River (feat. Ed Sheeran)","Eminem","2233895","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2018-02-28"
"17","Stir Fry","Migos","2191854","https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf","2018-02-28"
"18","Finesse - Remix; feat. Cardi B","Bruno Mars","2146745","https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i","2018-02-28"
"19","Never Be the Same","Camila Cabello","2099527","https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ","2018-02-28"
"20","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","2059158","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-02-28"
"21","Échame La Culpa","Luis Fonsi","2022315","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2018-02-28"
"22","I Fall Apart","Post Malone","2021446","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2018-02-28"
"23","New Rules","Dua Lipa","1955424","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-02-28"
"24","Sick Boy","The Chainsmokers","1954598","https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX","2018-02-28"
"25","Wolves","Selena Gomez","1898709","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2018-02-28"
"26","For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne","1896509","https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC","2018-02-28"
"27","Perfect","Ed Sheeran","1833033","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-02-28"
"28","Him & I (with Halsey)","G-Eazy","1792923","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2018-02-28"
"29","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock","1778331","https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH","2018-02-28"
"30","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1770329","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2018-02-28"
"31","Let You Down","NF","1728041","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2018-02-28"
"32","Bella","Wolfine","1690918","https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE","2018-02-28"
"33","Capital Letters","Hailee Steinfeld","1680914","https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO","2018-02-28"
"34","Shape of You","Ed Sheeran","1619486","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-02-28"
"35","I Miss You (feat. Julia Michaels)","Clean Bandit","1606516","https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL","2018-02-28"
"36","Heaven","Julia Michaels","1597366","https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb","2018-02-28"
"37","Say Something","Justin Timberlake","1587085","https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","2018-02-28"
"38","Déjala que vuelva (feat. Manuel Turizo)","Piso 21","1534341","https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l","2018-02-28"
