"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-11-20"
"Position","Track Name","Artist","Streams","URL","2017-11-20"
"1","rockstar","Post Malone","5131115","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-11-20"
"2","Havana","Camila Cabello","4127199","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-11-20"
"3","Wolves","Selena Gomez","3347334","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-11-20"
"4","New Rules","Dua Lipa","3324822","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-11-20"
"5","Perfect","Ed Sheeran","3278096","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-11-20"
"6","Too Good At Goodbyes","Sam Smith","3190069","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2017-11-20"
"7","Gucci Gang","Lil Pump","3084771","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-11-20"
"8","What Lovers Do (feat. SZA)","Maroon 5","2954393","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2017-11-20"
"9","Let You Down","NF","2684729","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-11-20"
"10","Dusk Till Dawn - Radio Edit","ZAYN","2613950","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-11-20"
"11","Silence","Marshmello","2569999","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-11-20"
"12","I Fall Apart","Post Malone","2352825","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-11-20"
"13","1-800-273-8255","Logic","2169641","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-11-20"
"14","Échame La Culpa","Luis Fonsi","2101376","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2017-11-20"
"15","Young Dumb & Broke","Khalid","2012974","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-11-20"
"16","How Long","Charlie Puth","1947227","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2017-11-20"
"17","Shape of You","Ed Sheeran","1876887","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-11-20"
"18","Stargazing","Kygo","1840920","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2017-11-20"
"19","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1809345","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2017-11-20"
"20","Walk On Water (feat. Beyoncé)","Eminem","1777823","https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ","2017-11-20"
"21","Lonely Together (feat. Rita Ora)","Avicii","1683496","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-11-20"
"22","XO TOUR Llif3","Lil Uzi Vert","1680172","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-11-20"
"23","Thunder","Imagine Dragons","1676948","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-11-20"
"24","Unforgettable","French Montana","1664229","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-11-20"
"25","Feel It Still","Portugal. The Man","1648954","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-11-20"
"26","Criminal","Natti Natasha","1638408","https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C","2017-11-20"
"27","Bank Account","21 Savage","1614561","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2017-11-20"
"28","Congratulations","Post Malone","1552737","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-11-20"
