"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-10-21"
"Position","Track Name","Artist","Streams","URL","2017-10-21"
"1","rockstar","Post Malone","6637411","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-10-21"
"2","New Rules","Dua Lipa","3750120","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-10-21"
"3","Havana","Camila Cabello","3740505","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-10-21"
"4","Dusk Till Dawn - Radio Edit","ZAYN","3176314","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-10-21"
"5","What Lovers Do (feat. SZA)","Maroon 5","3012262","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-10-21"
"6","Too Good At Goodbyes - Edit","Sam Smith","2937000","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-10-21"
"7","1-800-273-8255","Logic","2834839","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-10-21"
"8","Perfect","Ed Sheeran","2724906","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-10-21"
"9","Silence","Marshmello","2676470","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-10-21"
"10","Mi Gente","J Balvin","2480618","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-10-21"
"11","Gorgeous","Taylor Swift","2397970","https://open.spotify.com/track/0CLnkxpa3M4eA3HeGaERat","2017-10-21"
"12","I Fall Apart","Post Malone","2212207","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-10-21"
"13","Young Dumb & Broke","Khalid","2201388","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-10-21"
"14","Unforgettable","French Montana","2170784","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-10-21"
"15","Sorry Not Sorry","Demi Lovato","2167877","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2017-10-21"
"16","Shape of You","Ed Sheeran","2162746","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-10-21"
"17","Glorious (feat. Skylar Grey)","Macklemore","2109326","https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE","2017-10-21"
"18","Let You Down","NF","2107412","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-10-21"
"19","Look What You Made Me Do","Taylor Swift","2095557","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-10-21"
"20","Thunder","Imagine Dragons","2030508","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-10-21"
"21","Bank Account","21 Savage","2000818","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2017-10-21"
"22","Feel It Still","Portugal. The Man","1997860","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-10-21"
"23","XO TOUR Llif3","Lil Uzi Vert","1918449","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-10-21"
"24","Friends (with BloodPop®)","Justin Bieber","1917254","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-10-21"
"25","Mi Gente (feat. Beyoncé)","J Balvin","1884260","https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw","2017-10-21"
"26","Gucci Gang","Lil Pump","1863393","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-10-21"
"27","Stargazing","Kygo","1842726","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2017-10-21"
"28","What About Us","P!nk","1827970","https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb","2017-10-21"
"29","Bodak Yellow","Cardi B","1785848","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-10-21"
"30","Congratulations","Post Malone","1773776","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-10-21"
"31","Me Rehúso","Danny Ocean","1743639","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-10-21"
"32","Se Preparó","Ozuna","1725207","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2017-10-21"
"33","Attention","Charlie Puth","1690699","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-10-21"
"34","Lonely Together (feat. Rita Ora)","Avicii","1674577","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-10-21"
"35","Criminal","Natti Natasha","1637055","https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te","2017-10-21"
"36","Mayores","Becky G","1599232","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau","2017-10-21"
"37","More Than You Know","Axwell /\ Ingrosso","1557546","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-10-21"
"38","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","1557349","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-10-21"
"39","How Long","Charlie Puth","1531971","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2017-10-21"
"40","Jocelyn Flores","XXXTENTACION","1531063","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2017-10-21"
"41","Too Much To Ask","Niall Horan","1527270","https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK","2017-10-21"
"42","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1483296","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2017-10-21"
"43","Despacito - Remix","Luis Fonsi","1477252","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-10-21"
"44","HUMBLE.","Kendrick Lamar","1468202","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-10-21"
"45","Without You (feat. Sandro Cavazza)","Avicii","1461846","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-10-21"
"46","I Like Me Better","Lauv","1397623","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-10-21"
"47","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","1384764","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-10-21"
"48","There's Nothing Holdin' Me Back","Shawn Mendes","1360068","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-10-21"
"49","I Get The Bag (feat. Migos)","Gucci Mane","1293937","https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0","2017-10-21"
"50","Bonita","J Balvin","1287243","https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v","2017-10-21"
"51","Felices los 4","Maluma","1262966","https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn","2017-10-21"
"52","Strip That Down","Liam Payne","1239673","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-10-21"
"53","Mama","Jonas Blue","1228952","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-10-21"
"54","Báilame - Remix","Nacho","1214222","https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr","2017-10-21"
"55","Slow Hands","Niall Horan","1180402","https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J","2017-10-21"
"56","Believer","Imagine Dragons","1160848","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-10-21"
"57","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","1153921","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-10-21"
"58","Perro Fiel (feat. Nicky Jam)","Shakira","1148022","https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL","2017-10-21"
"59","Que Va","Alex Sensation","1144287","https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O","2017-10-21"
"60","BUTTERFLY EFFECT","Travis Scott","1136581","https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX","2017-10-21"
"61","Kids in Love","Kygo","1131987","https://open.spotify.com/track/2UxfcZJCphbEkfbZ6nLiDx","2017-10-21"
"62","Something Just Like This","The Chainsmokers","1127789","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-10-21"
"63","Escápate Conmigo","Wisin","1126233","https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6","2017-10-21"
"64","Reggaetón Lento (Remix)","CNCO","1114484","https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE","2017-10-21"
"65","The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","1078461","https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc","2017-10-21"
"66","Go Flex","Post Malone","1071597","https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ","2017-10-21"
"67","Plain Jane","A$AP Ferg","1062975","https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9","2017-10-21"
"68","Robarte un Beso","Carlos Vives","1051299","https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T","2017-10-21"
"69","Una Lady Como Tú","Manuel Turizo","1001011","https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF","2017-10-21"
"70","Despacito (Featuring Daddy Yankee)","Luis Fonsi","995819","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-10-21"
"71","Suena El Dembow","Joey Montana","993145","https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI","2017-10-21"
"72","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde","992552","https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U","2017-10-21"
"73","Bedroom Floor","Liam Payne","988062","https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ","2017-10-21"
"74","Good Old Days (feat. Kesha)","Macklemore","983383","https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X","2017-10-21"
"75","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","973667","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-10-21"
"76","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","968818","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2017-10-21"
"77","Questions","Chris Brown","953364","https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu","2017-10-21"
"78","Bad At Love","Halsey","950060","https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl","2017-10-21"
"79","Patek Water","Future","936261","https://open.spotify.com/track/7r6LNJT2LqpLpEyZQJPygt","2017-10-21"
"80","goosebumps","Travis Scott","927043","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","2017-10-21"
"81","Location","Khalid","924599","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-10-21"
"82","A Different Way (with Lauv)","DJ Snake","907414","https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP","2017-10-21"
"83","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","906639","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-10-21"
"84","Ahora Dice","Chris Jeday","904616","https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy","2017-10-21"
"85","2U (feat. Justin Bieber)","David Guetta","893331","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-10-21"
"86","Tú Foto","Ozuna","870452","https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf","2017-10-21"
"87","Roll In Peace (feat. XXXTENTACION)","Kodak Black","843338","https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI","2017-10-21"
"88","Pray","Sam Smith","819145","https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD","2017-10-21"
"89","Mask Off","Future","810308","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-10-21"
"90","Your Song","Rita Ora","808106","https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5","2017-10-21"
"91","Say You Won't Let Go","James Arthur","806575","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-10-21"
"92","That's What I Like","Bruno Mars","800839","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-10-21"
"93","If I'm Lucky","Jason Derulo","797974","https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh","2017-10-21"
"94","Symphony (feat. Zara Larsson)","Clean Bandit","795413","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-10-21"
"95","Vuelve","Daddy Yankee","789223","https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv","2017-10-21"
