"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-06-07"
"Position","Track Name","Artist","Streams","URL","2018-06-07"
"1","Better Now","Post Malone","4381904","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-06-07"
"2","One Kiss (with Dua Lipa)","Calvin Harris","4142881","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-06-07"
"3","I Like It","Cardi B","3592289","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-06-07"
"4","Back To You","Selena Gomez","3406217","https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9","2018-06-07"
"5","Nice For What","Drake","3360289","https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN","2018-06-07"
"6","All Mine","Kanye West","3175987","https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF","2018-06-07"
"7","no tears left to cry","Ariana Grande","3174635","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-06-07"
"8","Lucid Dreams","Juice WRLD","3104368","https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc","2018-06-07"
"9","God's Plan","Drake","2820729","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-06-07"
"10","Te Boté - Remix","Nio Garcia","2769331","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-06-07"
"11","Solo (feat. Demi Lovato)","Clean Bandit","2749902","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-06-07"
"12","Youngblood","5 Seconds of Summer","2651108","https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw","2018-06-07"
"13","Girls Like You (feat. Cardi B)","Maroon 5","2636360","https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W","2018-06-07"
"14","X","Nicky Jam","2620885","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-06-07"
"15","Ghost Town","Kanye West","2581580","https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj","2018-06-07"
"16","Psycho (feat. Ty Dolla $ign)","Post Malone","2534385","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-06-07"
"17","Yikes","Kanye West","2501651","https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs","2018-06-07"
"18","This Is America","Childish Gambino","2473515","https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9","2018-06-07"
"19","FRIENDS","Marshmello","2299674","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-06-07"
"20","Nevermind","Dennis Lloyd","2122174","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-06-07"
"21","Yes Indeed","Lil Baby","2093382","https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ","2018-06-07"
"22","Flames","David Guetta","2074460","https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV","2018-06-07"
"23","rockstar (feat. 21 Savage)","Post Malone","2069694","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-06-07"
"24","Love Lies (with Normani)","Khalid","1956116","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-06-07"
"25","lovely (with Khalid)","Billie Eilish","1942479","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","2018-06-07"
"26","In My Blood","Shawn Mendes","1938194","https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4","2018-06-07"
"27","Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","1872151","https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z","2018-06-07"
"28","Taste (feat. Offset)","Tyga","1855394","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-06-07"
"29","The Middle","Zedd","1850791","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-06-07"
"30","2002","Anne-Marie","1805491","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-06-07"
"31","Playinwitme (feat. Kehlani)","KYLE","1793963","https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr","2018-06-07"
"32","IDGAF","Dua Lipa","1778677","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-06-07"
"33","Look Alive (feat. Drake)","BlocBoy JB","1765381","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-06-07"
"34","Youth feat. Khalid","Shawn Mendes","1699707","https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z","2018-06-07"
"35","Sin Pijama","Becky G","1653103","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-06-07"
"36","OTW","Khalid","1637339","https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI","2018-06-07"
"37","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","1620795","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-06-07"
"38","Wouldn't Leave","Kanye West","1617083","https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt","2018-06-07"
"39","I'm Upset","Drake","1594479","https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk","2018-06-07"
"40","Violent Crimes","Kanye West","1592637","https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp","2018-06-07"
"41","Me Niego","Reik","1576026","https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T","2018-06-07"
"42","Call Out My Name","The Weeknd","1563658","https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N","2018-06-07"
"43","Freaky Friday (feat. Chris Brown)","Lil Dicky","1518183","https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ","2018-06-07"
"44","Remind Me to Forget","Kygo","1481419","https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80","2018-06-07"
"45","Jackie Chan","Tiësto","1460130","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-06-07"
"46","SAD!","XXXTENTACION","1451924","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-06-07"
"47","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1436874","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-06-07"
"48","Havana (feat. Young Thug)","Camila Cabello","1355932","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-06-07"
"49","No Mistakes","Kanye West","1346885","https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun","2018-06-07"
"50","I Thought About Killing You","Kanye West","1346443","https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o","2018-06-07"
"51","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes","1346056","https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b","2018-06-07"
"52","New Light","John Mayer","1258138","https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV","2018-06-07"
"53","All Girls Are The Same","Juice WRLD","1239363","https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8","2018-06-07"
"54","Dura - Remix","Daddy Yankee","1225597","https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb","2018-06-07"
"55","New Rules","Dua Lipa","1203203","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-06-07"
"56","Shape of You","Ed Sheeran","1201266","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-06-07"
"57","Plug Walk","Rich The Kid","1200425","https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ","2018-06-07"
"58","All The Stars (with SZA)","Kendrick Lamar","1189466","https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s","2018-06-07"
"59","Mine","Bazzi","1183832","https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR","2018-06-07"
"60","Ball For Me (feat. Nicki Minaj)","Post Malone","1178004","https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa","2018-06-07"
"61","Paranoid","Post Malone","1173653","https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq","2018-06-07"
"62","Nervous","Shawn Mendes","1166020","https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c","2018-06-07"
"63","Walk It Talk It","Migos","1144278","https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP","2018-06-07"
"64","I'll Be There","Jess Glynne","1134550","https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn","2018-06-07"
"65","La Player (Bandolera)","Zion & Lennox","1128526","https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP","2018-06-07"
"66","FAKE LOVE","BTS","1120681","https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo","2018-06-07"
"67","Ric Flair Drip (& Metro Boomin)","Offset","1113524","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","2018-06-07"
"68","Familiar","Liam Payne","1103158","https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A","2018-06-07"
"69","Síguelo Bailando","Ozuna","1100448","https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz","2018-06-07"
