"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-03-23"
"Position","Track Name","Artist","Streams","URL","2018-03-23"
"1","God's Plan","Drake","6566177","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-03-23"
"2","Psycho (feat. Ty Dolla $ign)","Post Malone","4612450","https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF","2018-03-23"
"3","SAD!","XXXTENTACION","4173144","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-03-23"
"4","In My Blood","Shawn Mendes","3842434","https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K","2018-03-23"
"5","FRIENDS","Marshmello","3747598","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-03-23"
"6","X","Nicky Jam","3557800","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-03-23"
"7","IDGAF","Dua Lipa","3295241","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-03-23"
"8","All The Stars (with SZA)","Kendrick Lamar","3253631","https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s","2018-03-23"
"9","Look Alive (feat. Drake)","BlocBoy JB","3229806","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-03-23"
"10","The Middle","Zedd","3171455","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-03-23"
"11","Mine","Bazzi","2954015","https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M","2018-03-23"
"12","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","2863510","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-03-23"
"13","Love Lies (with Normani)","Khalid","2843980","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-03-23"
"14","rockstar","Post Malone","2573209","https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX","2018-03-23"
"15","Freaky Friday (feat. Chris Brown)","Lil Dicky","2546260","https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ","2018-03-23"
"16","Dura","Daddy Yankee","2405117","https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc","2018-03-23"
"17","Havana (feat. Young Thug)","Camila Cabello","2338191","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-03-23"
