"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-08-01"
"Position","Track Name","Artist","Streams","URL","2017-08-01"
"1","Mi Gente","J Balvin","4529147","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-08-01"
"2","Despacito - Remix","Luis Fonsi","4191169","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-08-01"
"3","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","3769617","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-08-01"
"4","Unforgettable","French Montana","3493641","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-08-01"
"5","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","3282178","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-08-01"
"6","2U (feat. Justin Bieber)","David Guetta","3256801","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-08-01"
"7","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","3106230","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-08-01"
"8","Shape of You","Ed Sheeran","2921341","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-08-01"
"9","Attention","Charlie Puth","2908729","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-08-01"
"10","Strip That Down","Liam Payne","2746191","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-08-01"
"11","Thunder","Imagine Dragons","2724308","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-08-01"
"12","Mama","Jonas Blue","2627440","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-08-01"
"13","Sorry Not Sorry","Demi Lovato","2393030","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-08-01"
"14","There's Nothing Holdin' Me Back","Shawn Mendes","2355743","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-08-01"
"15","More Than You Know","Axwell /\ Ingrosso","2335373","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-08-01"
"16","XO TOUR Llif3","Lil Uzi Vert","2275408","https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq","2017-08-01"
"17","Fetish (feat. Gucci Mane)","Selena Gomez","2184364","https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq","2017-08-01"
"18","New Rules","Dua Lipa","2016129","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-08-01"
"19","There for You","Martin Garrix","1981774","https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y","2017-08-01"
"20","HUMBLE.","Kendrick Lamar","1971379","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-08-01"
"21","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","1966404","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-08-01"
"22","Something Just Like This","The Chainsmokers","1938822","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-08-01"
"23","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","1916029","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-08-01"
"24","Congratulations","Post Malone","1875206","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-08-01"
"25","Believer","Imagine Dragons","1858334","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-08-01"
"26","Felices los 4","Maluma","1853455","https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn","2017-08-01"
"27","Despacito (Featuring Daddy Yankee)","Luis Fonsi","1833904","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-08-01"
"28","Me Rehúso","Danny Ocean","1817123","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-08-01"
"29","Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann","1788029","https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR","2017-08-01"
"30","Your Song","Rita Ora","1750091","https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5","2017-08-01"
"31","Slow Hands","Niall Horan","1748415","https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh","2017-08-01"
"32","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer","1730440","https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH","2017-08-01"
"33","Signs","Drake","1656714","https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO","2017-08-01"
"34","I Like Me Better","Lauv","1623082","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-08-01"
"35","Glorious (feat. Skylar Grey)","Macklemore","1590024","https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR","2017-08-01"
"36","Crying in the Club","Camila Cabello","1571676","https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev","2017-08-01"
"37","Bad Liar","Selena Gomez","1544777","https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23","2017-08-01"
"38","Symphony (feat. Zara Larsson)","Clean Bandit","1532069","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-08-01"
"39","Bank Account","21 Savage","1499805","https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s","2017-08-01"
"40","Slide (feat. Frank Ocean & Migos)","Calvin Harris","1482321","https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl","2017-08-01"
"41","That's What I Like","Bruno Mars","1467642","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-08-01"
"42","Stay (with Alessia Cara)","Zedd","1454259","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-08-01"
"43","BUTTERFLY EFFECT","Travis Scott","1413442","https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX","2017-08-01"
"44","Escápate Conmigo","Wisin","1394894","https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6","2017-08-01"
"45","No Promises (feat. Demi Lovato)","Cheat Codes","1387927","https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW","2017-08-01"
"46","Redbone","Childish Gambino","1368439","https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y","2017-08-01"
"47","Una Lady Como Tú","Manuel Turizo","1361299","https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF","2017-08-01"
"48","Location","Khalid","1356185","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-08-01"
"49","SUBEME LA RADIO","Enrique Iglesias","1347671","https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn","2017-08-01"
"50","Mask Off","Future","1297296","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-08-01"
"51","It Ain't Me (with Selena Gomez)","Kygo","1181878","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-08-01"
"52","Bonita","J Balvin","1145606","https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v","2017-08-01"
"53","Ahora Dice","Chris Jeday","1133499","https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy","2017-08-01"
"54","Galway Girl","Ed Sheeran","1127138","https://open.spotify.com/track/0afhq8XCExXpqazXczTSve","2017-08-01"
"55","Most Girls","Hailee Steinfeld","1103380","https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ","2017-08-01"
"56","Rich Love (with Seeb)","OneRepublic","1048098","https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD","2017-08-01"
"57","Hey DJ","CNCO","1025149","https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl","2017-08-01"
"58","Praying","Kesha","1015238","https://open.spotify.com/track/79NlESqzFSW0hdBWgls4FX","2017-08-01"
"59","1-800-273-8255","Logic","1014202","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-08-01"
"60","DNA.","Kendrick Lamar","1011286","https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj","2017-08-01"
"61","OK","Robin Schulz","1006374","https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS","2017-08-01"
"62","Malibu","Miley Cyrus","992299","https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O","2017-08-01"
"63","Now Or Never","Halsey","987304","https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8","2017-08-01"
"64","Feel It Still","Portugal. The Man","959144","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-08-01"
"65","Body Like A Back Road","Sam Hunt","957688","https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO","2017-08-01"
"66","Get Low (with Liam Payne)","Zedd","951807","https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY","2017-08-01"
"67","Passionfruit","Drake","941669","https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd","2017-08-01"
"68","goosebumps","Travis Scott","939862","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","2017-08-01"
"69","First Time","Kygo","934125","https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr","2017-08-01"
"70","Rollin (feat. Future & Khalid)","Calvin Harris","924775","https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau","2017-08-01"
"71","Say You Won't Let Go","James Arthur","923002","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-08-01"
"72","Down","Fifth Harmony","922563","https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ","2017-08-01"
"73","Issues","Julia Michaels","917409","https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ","2017-08-01"
"74","Young Dumb & Broke","Khalid","913867","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-08-01"
"75","Closer","The Chainsmokers","880598","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-08-01"
"76","Slippery (feat. Gucci Mane)","Migos","877500","https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE","2017-08-01"
"77","LOYALTY. FEAT. RIHANNA.","Kendrick Lamar","851734","https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n","2017-08-01"
"78","Love Galore (feat. Travis Scott)","SZA","849262","https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs","2017-08-01"
"79","Me Enamoré","Shakira","837874","https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9","2017-08-01"
