"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-10-08"
"Position","Track Name","Artist","Streams","URL","2017-10-08"
"1","rockstar","Post Malone","5689997","https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R","2017-10-08"
"2","New Rules","Dua Lipa","3236312","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-10-08"
"3","Too Good At Goodbyes - Edit","Sam Smith","3024243","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-10-08"
"4","Havana","Camila Cabello","2871298","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-10-08"
"5","Dusk Till Dawn - Radio Edit","ZAYN","2841710","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-10-08"
"6","1-800-273-8255","Logic","2714103","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-10-08"
"7","Mi Gente","J Balvin","2508503","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-10-08"
"8","Silence","Marshmello","2380671","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-10-08"
"9","What Lovers Do (feat. SZA)","Maroon 5","2379070","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-10-08"
"10","Perfect","Ed Sheeran","2302353","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-10-08"
"11","Look What You Made Me Do","Taylor Swift","2233074","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-10-08"
"12","Unforgettable","French Montana","2086532","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-10-08"
"13","Sorry Not Sorry","Demi Lovato","2056044","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2017-10-08"
"14","Shape of You","Ed Sheeran","1961612","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-10-08"
"15","Thunder","Imagine Dragons","1944162","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-10-08"
"16","Friends (with BloodPop®)","Justin Bieber","1935351","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-10-08"
"17","Young Dumb & Broke","Khalid","1923954","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-10-08"
