"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-08-27"
"Position","Track Name","Artist","Streams","URL","2017-08-27"
"1","Look What You Made Me Do","Taylor Swift","4494438","https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z","2017-08-27"
"2","Mi Gente","J Balvin","4028849","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-08-27"
"3","Friends (with BloodPop®)","Justin Bieber","2986624","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-08-27"
"4","New Rules","Dua Lipa","2935132","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-08-27"
"5","Unforgettable","French Montana","2857972","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-08-27"
"6","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","2757698","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-08-27"
"7","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","2748252","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-08-27"
"8","Despacito - Remix","Luis Fonsi","2691889","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-08-27"
"9","Sorry Not Sorry","Demi Lovato","2353223","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-08-27"
"10","Shape of You","Ed Sheeran","2327940","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-08-27"
"11","Attention","Charlie Puth","2268447","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-08-27"
"12","XO TOUR Llif3","Lil Uzi Vert","2207244","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-08-27"
"13","2U (feat. Justin Bieber)","David Guetta","2180583","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-08-27"
"14","Strip That Down","Liam Payne","2152563","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-08-27"
"15","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","2126567","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-08-27"
"16","Havana","Camila Cabello","2095963","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-08-27"
"17","Thunder","Imagine Dragons","2087069","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-08-27"
"18","More Than You Know","Axwell /\ Ingrosso","2022040","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-08-27"
"19","Mama","Jonas Blue","2014822","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-08-27"
"20","Silence","Marshmello","1928313","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-08-27"
"21","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","1916169","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-08-27"
"22","Glorious (feat. Skylar Grey)","Macklemore","1843240","https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR","2017-08-27"
"23","There's Nothing Holdin' Me Back","Shawn Mendes","1818205","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-08-27"
"24","Me Rehúso","Danny Ocean","1700878","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-08-27"
"25","Without You (feat. Sandro Cavazza)","Avicii","1683233","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-08-27"
