"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-02-19"
"Position","Track Name","Artist","Streams","URL","2018-02-19"
"1","God's Plan","Drake","7436649","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-02-19"
"2","All The Stars (with SZA)","Kendrick Lamar","4258340","https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY","2018-02-19"
"3","Mine","Bazzi","3232224","https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M","2018-02-19"
"4","Pray For Me (with Kendrick Lamar)","The Weeknd","3156657","https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x","2018-02-19"
"5","IDGAF","Dua Lipa","2892486","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-02-19"
"6","rockstar","Post Malone","2883871","https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX","2018-02-19"
"7","Havana (feat. Young Thug)","Camila Cabello","2711911","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-02-19"
"8","Look Alive (feat. Drake)","BlocBoy JB","2646533","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-02-19"
"9","FRIENDS","Marshmello","2479252","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-02-19"
"10","The Middle","Zedd","2479164","https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc","2018-02-19"
"11","River (feat. Ed Sheeran)","Eminem","2424828","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2018-02-19"
"12","Dura","Daddy Yankee","2419591","https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc","2018-02-19"
"13","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","2401172","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-02-19"
"14","Finesse - Remix; feat. Cardi B","Bruno Mars","2268129","https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i","2018-02-19"
"15","Sick Boy","The Chainsmokers","2123874","https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0","2018-02-19"
"16","Never Be the Same","Camila Cabello","2104516","https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ","2018-02-19"
"17","Échame La Culpa","Luis Fonsi","2071761","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2018-02-19"
"18","Stir Fry","Migos","1963833","https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf","2018-02-19"
"19","Perfect","Ed Sheeran","1945115","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-02-19"
"20","New Rules","Dua Lipa","1941538","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-02-19"
"21","Wolves","Selena Gomez","1934583","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2018-02-19"
"22","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1921256","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-02-19"
"23","Him & I (with Halsey)","G-Eazy","1878674","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2018-02-19"
"24","For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne","1846084","https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC","2018-02-19"
"25","Love Lies (with Normani)","Khalid","1845363","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-02-19"
"26","I Fall Apart","Post Malone","1810669","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2018-02-19"
"27","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock","1782471","https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH","2018-02-19"
"28","Let You Down","NF","1766467","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2018-02-19"
"29","Amorfoda","Bad Bunny","1764637","https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF","2018-02-19"
"30","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1686582","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2018-02-19"
"31","Shape of You","Ed Sheeran","1645797","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-02-19"
"32","Bella","Wolfine","1641810","https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE","2018-02-19"
"33","I Miss You (feat. Julia Michaels)","Clean Bandit","1569239","https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL","2018-02-19"
"34","Capital Letters","Hailee Steinfeld","1563214","https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO","2018-02-19"
"35","Corazón","Maluma","1516427","https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou","2018-02-19"
"36","Say Something","Justin Timberlake","1480104","https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","2018-02-19"
"37","Déjala que vuelva (feat. Manuel Turizo)","Piso 21","1453782","https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l","2018-02-19"
"38","Rewrite The Stars","Zac Efron","1453156","https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN","2018-02-19"
"39","Downtown","Anitta","1440795","https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D","2018-02-19"
"40","X (with 2 Chainz & Saudi)","ScHoolboy Q","1427701","https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa","2018-02-19"
"41","Silence","Marshmello","1404205","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2018-02-19"
"42","This Is Me","Keala Settle","1399355","https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U","2018-02-19"
"43","Criminal","Natti Natasha","1392541","https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C","2018-02-19"
"44","The Ways (with Swae Lee)","Khalid","1389470","https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN","2018-02-19"
"45","Too Good At Goodbyes","Sam Smith","1351456","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2018-02-19"
"46","What Lovers Do (feat. SZA)","Maroon 5","1348059","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2018-02-19"
"47","Feel It Still","Portugal. The Man","1344694","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2018-02-19"
"48","Thunder","Imagine Dragons","1325613","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2018-02-19"
"49","XO TOUR Llif3","Lil Uzi Vert","1250577","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2018-02-19"
"50","Sensualidad","Bad Bunny","1240124","https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw","2018-02-19"
"51","Heaven","Julia Michaels","1167117","https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb","2018-02-19"
"52","Narcos","Migos","1150859","https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK","2018-02-19"
"53","EL BAÑO","Enrique Iglesias","1142352","https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU","2018-02-19"
"54","Ric Flair Drip (& Metro Boomin)","Offset","1125994","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","2018-02-19"
"55","Tip Toe (feat. French Montana)","Jason Derulo","1111334","https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6","2018-02-19"
"56","HUMBLE.","Kendrick Lamar","1109177","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2018-02-19"
"57","So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix","1102556","https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM","2018-02-19"
"58","LOVE. FEAT. ZACARI.","Kendrick Lamar","1088199","https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As","2018-02-19"
"59","Young Dumb & Broke","Khalid","1081916","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2018-02-19"
"60","Dusk Till Dawn - Radio Edit","ZAYN","1075438","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2018-02-19"
"61","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","1073347","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2018-02-19"
"62","Congratulations","Post Malone","1065351","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2018-02-19"
"63","No Limit","G-Eazy","1033275","https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW","2018-02-19"
"64","Anywhere","Rita Ora","1032262","https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2","2018-02-19"
"65","Betrayed","Lil Xan","1027197","https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG","2018-02-19"
"66","How Long","Charlie Puth","998091","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2018-02-19"
"67","Big Shot (with Travis Scott)","Kendrick Lamar","985346","https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7","2018-02-19"
"68","Bartier Cardi (feat. 21 Savage)","Cardi B","984797","https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT","2018-02-19"
"69","Believer","Imagine Dragons","968962","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2018-02-19"
"70","Síguelo Bailando","Ozuna","968742","https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz","2018-02-19"
"71","Machika","J Balvin","963848","https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy","2018-02-19"
"72","You Owe Me","The Chainsmokers","939655","https://open.spotify.com/track/1USJRpWDFhxwhCajPXBeel","2018-02-19"
"73","Candy Paint","Post Malone","923658","https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf","2018-02-19"
"74","Paramedic!","SOB X RBE","921217","https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA","2018-02-19"
"75","Unforgettable","French Montana","920279","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2018-02-19"
"76","Solita","Ozuna","919139","https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E","2018-02-19"
"77","Sky Walker (feat. Travis Scott)","Miguel","909964","https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf","2018-02-19"
"78","Bum Bum Tam Tam","MC Fioti","905935","https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr","2018-02-19"
"79","Me Rehúso","Danny Ocean","894720","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2018-02-19"
"80","Dembow","Danny Ocean","887478","https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2","2018-02-19"
"81","She Loves Control","Camila Cabello","886408","https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy","2018-02-19"
"82","Gucci Gang","Lil Pump","886366","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2018-02-19"
"83","Se Preparó","Ozuna","885903","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2018-02-19"
"84","Mi Gente","J Balvin","873158","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2018-02-19"
"85","Bank Account","21 Savage","869223","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2018-02-19"
"86","MotorSport","Migos","866832","https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt","2018-02-19"
"87","Something Just Like This","The Chainsmokers","860465","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2018-02-19"
"88","I Like Me Better","Lauv","859970","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2018-02-19"
"89","All Falls Down (feat. Juliander)","Alan Walker","858284","https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb","2018-02-19"
"90","Attention","Charlie Puth","857042","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2018-02-19"
"91","1-800-273-8255","Logic","854365","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2018-02-19"
"92","PICK IT UP (feat. A$AP Rocky)","Famous Dex","844671","https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd","2018-02-19"
"93","Say You Won't Let Go","James Arthur","831337","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2018-02-19"
"94","Sorry Not Sorry","Demi Lovato","830437","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2018-02-19"
"95","Plain Jane","A$AP Ferg","811504","https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9","2018-02-19"
"96","Nowadays (feat. Landon Cube)","Lil Skies","803851","https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp","2018-02-19"
"97","Location","Khalid","802830","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2018-02-19"
"98","Naked","James Arthur","799357","https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl","2018-02-19"
"99","Jocelyn Flores","XXXTENTACION","797470","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-02-19"
"100","Lonely Together (feat. Rita Ora)","Avicii","790350","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2018-02-19"
"101","Stargazing","Kygo","789169","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2018-02-19"
"102","Black Panther","Kendrick Lamar","788985","https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof","2018-02-19"
"103","Bodak Yellow","Cardi B","786166","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2018-02-19"
"104","Mayores","Becky G","785299","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau","2018-02-19"
"105","Quiero Repetir","Ozuna","781578","https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri","2018-02-19"
"106","Amorfoda","Bad Bunny","768897","https://open.spotify.com/track/3zaMCRR8g6AvyMLMcuQ73N","2018-02-19"
"107","Opps (with Yugen Blakrok)","Vince Staples","766960","https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI","2018-02-19"
"108","More Than You Know","Axwell /\ Ingrosso","764227","https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44","2018-02-19"
"109","Walk It Talk It","Migos","758228","https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP","2018-02-19"
"110","The Greatest Show","Hugh Jackman","743325","https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM","2018-02-19"
"111","Esperándote","Manuel Turizo","737006","https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj","2018-02-19"
