"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-02-05"
"Position","Track Name","Artist","Streams","URL","2018-02-05"
"1","God's Plan","Drake","6311657","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-02-05"
"2","Havana (feat. Young Thug)","Camila Cabello","3134937","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-02-05"
"3","rockstar","Post Malone","3087308","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2018-02-05"
"4","IDGAF","Dua Lipa","2747053","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-02-05"
"5","Finesse - Remix; feat. Cardi B","Bruno Mars","2669953","https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i","2018-02-05"
"6","Pray For Me (with Kendrick Lamar)","The Weeknd","2547208","https://open.spotify.com/track/6ZNo7Vi0TE9ul1fhKd4S1M","2018-02-05"
"7","River (feat. Ed Sheeran)","Eminem","2529118","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2018-02-05"
"8","Échame La Culpa","Luis Fonsi","2316933","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2018-02-05"
"9","Never Be the Same","Camila Cabello","2272717","https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ","2018-02-05"
"10","Let You Down","NF","2167386","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2018-02-05"
"11","New Rules","Dua Lipa","2148818","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-02-05"
"12","Wolves","Selena Gomez","2103865","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2018-02-05"
"13","Him & I (with Halsey)","G-Eazy","2086698","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2018-02-05"
"14","Perfect","Ed Sheeran","2080830","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-02-05"
"15","All The Stars (with SZA)","Kendrick Lamar","2023160","https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y","2018-02-05"
"16","Mine","Bazzi","1969582","https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M","2018-02-05"
"17","Stir Fry","Migos","1926815","https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf","2018-02-05"
"18","Sick Boy","The Chainsmokers","1904315","https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0","2018-02-05"
"19","The Middle","Zedd","1892600","https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc","2018-02-05"
"20","I Fall Apart","Post Malone","1869100","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2018-02-05"
"21","Say Something","Justin Timberlake","1802610","https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","2018-02-05"
"22","Dura","Daddy Yankee","1801559","https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc","2018-02-05"
"23","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1787241","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-02-05"
"24","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1745829","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2018-02-05"
"25","Shape of You","Ed Sheeran","1740964","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-02-05"
"26","Rewrite The Stars","Zac Efron","1679645","https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN","2018-02-05"
"27","Corazón","Maluma","1622891","https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou","2018-02-05"
"28","Bella","Wolfine","1597432","https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE","2018-02-05"
"29","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","1589078","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-02-05"
"30","What Lovers Do (feat. SZA)","Maroon 5","1551841","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2018-02-05"
"31","Downtown","Anitta","1550970","https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D","2018-02-05"
