"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-10-31"
"Position","Track Name","Artist","Streams","URL","2017-10-31"
"1","rockstar","Post Malone","6103347","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-10-31"
"2","Havana","Camila Cabello","4604839","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-10-31"
"3","New Rules","Dua Lipa","3924896","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-10-31"
"4","What Lovers Do (feat. SZA)","Maroon 5","3234477","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-10-31"
"5","Wolves","Selena Gomez","3191101","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-10-31"
"6","Dusk Till Dawn - Radio Edit","ZAYN","3084862","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-10-31"
"7","Perfect","Ed Sheeran","2968330","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-10-31"
"8","Silence","Marshmello","2915837","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-10-31"
"9","Too Good At Goodbyes - Edit","Sam Smith","2905388","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-10-31"
"10","Let You Down","NF","2588247","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-10-31"
"11","1-800-273-8255","Logic","2574001","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-10-31"
"12","Gucci Gang","Lil Pump","2538775","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-10-31"
"13","I Fall Apart","Post Malone","2377967","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-10-31"
"14","Young Dumb & Broke","Khalid","2273019","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-10-31"
"15","Sorry Not Sorry","Demi Lovato","2080915","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2017-10-31"
"16","Stargazing","Kygo","2075892","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2017-10-31"
"17","Glorious (feat. Skylar Grey)","Macklemore","2065649","https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE","2017-10-31"
"18","How Long","Charlie Puth","2050658","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2017-10-31"
"19","Feel It Still","Portugal. The Man","2039296","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-10-31"
"20","Mi Gente","J Balvin","2022483","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-10-31"
"21","Shape of You","Ed Sheeran","1968920","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-10-31"
"22","Unforgettable","French Montana","1932120","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-10-31"
"23","Thunder","Imagine Dragons","1814612","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-10-31"
"24","Lonely Together (feat. Rita Ora)","Avicii","1792113","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-10-31"
"25","XO TOUR Llif3","Lil Uzi Vert","1782132","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-10-31"
"26","Friends (with BloodPop®)","Justin Bieber","1779467","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-10-31"
"27","Bank Account","21 Savage","1778034","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2017-10-31"
"28","Mi Gente (feat. Beyoncé)","J Balvin","1754139","https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw","2017-10-31"
"29","Ghostface Killers","21 Savage","1750418","https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub","2017-10-31"
"30","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1688293","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2017-10-31"
"31","Congratulations","Post Malone","1675702","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-10-31"
"32","What About Us","P!nk","1610985","https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb","2017-10-31"
"33","Criminal","Natti Natasha","1555046","https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te","2017-10-31"
"34","Bodak Yellow","Cardi B","1546726","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-10-31"
"35","Attention","Charlie Puth","1540928","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-10-31"
"36","Se Preparó","Ozuna","1525224","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2017-10-31"
"37","Me Rehúso","Danny Ocean","1522833","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-10-31"
"38","More Than You Know","Axwell /\ Ingrosso","1508798","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-10-31"
"39","I Like Me Better","Lauv","1484589","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-10-31"
"40","MotorSport","Migos","1459545","https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q","2017-10-31"
"41","Mayores","Becky G","1455611","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau","2017-10-31"
"42","Look What You Made Me Do","Taylor Swift","1442825","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-10-31"
"43","Jocelyn Flores","XXXTENTACION","1407060","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2017-10-31"
"44","Thriller","Michael Jackson","1393427","https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0","2017-10-31"
"45","HUMBLE.","Kendrick Lamar","1379327","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-10-31"
"46","Too Much To Ask","Niall Horan","1373473","https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK","2017-10-31"
"47","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","1348734","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-10-31"
"48","Without You (feat. Sandro Cavazza)","Avicii","1306333","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-10-31"
"49","Despacito - Remix","Luis Fonsi","1256348","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-10-31"
"50","I Get The Bag (feat. Migos)","Gucci Mane","1182521","https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0","2017-10-31"
"51","There's Nothing Holdin' Me Back","Shawn Mendes","1181659","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-10-31"
