"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-12-17"
"Position","Track Name","Artist","Streams","URL","2017-12-17"
"1","rockstar","Post Malone","4181674","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-12-17"
"2","Havana","Camila Cabello","3454468","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-12-17"
"3","All I Want for Christmas Is You","Mariah Carey","3356225","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","2017-12-17"
"4","River (feat. Ed Sheeran)","Eminem","3321310","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2017-12-17"
"5","New Rules","Dua Lipa","2736309","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-12-17"
"6","Wolves","Selena Gomez","2658675","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-12-17"
"7","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","2530809","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2017-12-17"
"8","Perfect","Ed Sheeran","2497177","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-12-17"
"9","Gucci Gang","Lil Pump","2424179","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-12-17"
"10","Last Christmas","Wham!","2347993","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78","2017-12-17"
"11","Let You Down","NF","2304995","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-12-17"
"12","Him & I (with Halsey)","G-Eazy","2301874","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2017-12-17"
"13","What Lovers Do (feat. SZA)","Maroon 5","2248739","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2017-12-17"
"14","Too Good At Goodbyes","Sam Smith","2231096","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2017-12-17"
"15","Échame La Culpa","Luis Fonsi","2089335","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2017-12-17"
"16","Silence","Marshmello","2019641","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-12-17"
"17","Shape of You","Ed Sheeran","1964782","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-12-17"
