"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-12-23"
"Position","Track Name","Artist","Streams","URL","2017-12-23"
"1","All I Want for Christmas Is You","Mariah Carey","5023033","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","2017-12-23"
"2","rockstar","Post Malone","4481297","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-12-23"
"3","Last Christmas","Wham!","3899081","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78","2017-12-23"
"4","Havana","Camila Cabello","3751528","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-12-23"
"5","River (feat. Ed Sheeran)","Eminem","3691982","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2017-12-23"
"6","New Rules","Dua Lipa","2952745","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-12-23"
"7","Wolves","Selena Gomez","2764360","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-12-23"
"8","Perfect","Ed Sheeran","2678478","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-12-23"
"9","Gucci Gang","Lil Pump","2547649","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-12-23"
"10","Échame La Culpa","Luis Fonsi","2507870","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2017-12-23"
"11","Let You Down","NF","2475097","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-12-23"
"12","Him & I (with Halsey)","G-Eazy","2381759","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2017-12-23"
"13","Do They Know It's Christmas? - 1984 Version","Band Aid","2371954","https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06","2017-12-23"
"14","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","2332581","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2017-12-23"
"15","It's Beginning to Look a Lot Like Christmas","Michael Bublé","2328041","https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI","2017-12-23"
"16","What Lovers Do (feat. SZA)","Maroon 5","2311872","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2017-12-23"
"17","Too Good At Goodbyes","Sam Smith","2255189","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2017-12-23"
"18","Shape of You","Ed Sheeran","2202228","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-12-23"
"19","Santa Tell Me","Ariana Grande","2139080","https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T","2017-12-23"
"20","Silence","Marshmello","2102346","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-12-23"
"21","It's the Most Wonderful Time of the Year","Andy Williams","2055724","https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN","2017-12-23"
"22","Rockin' Around The Christmas Tree - Single Version","Brenda Lee","2053242","https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3","2017-12-23"
"23","Happy Xmas (War Is Over) - Remastered","John Lennon","2031602","https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy","2017-12-23"
"24","I Fall Apart","Post Malone","1982290","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-12-23"
"25","Driving Home for Christmas","Chris Rea","1979159","https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY","2017-12-23"
"26","Corazón","Maluma","1924241","https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou","2017-12-23"
"27","Vai malandra (feat. Tropkillaz & DJ Yuri Martins)","Anitta","1866191","https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7","2017-12-23"
"28","Sensualidad","Bad Bunny","1857344","https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw","2017-12-23"
"29","Downtown","Anitta","1856481","https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D","2017-12-23"
"30","Dusk Till Dawn - Radio Edit","ZAYN","1837559","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-12-23"
"31","Criminal","Natti Natasha","1779438","https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C","2017-12-23"
"32","White Christmas","Bing Crosby","1751359","https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW","2017-12-23"
"33","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1630755","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2017-12-23"
"34","Jingle Bell Rock","Bobby Helms","1605960","https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y","2017-12-23"
"35","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","1589120","https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM","2017-12-23"
"36","No Limit","G-Eazy","1558286","https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW","2017-12-23"
"37","Thunder","Imagine Dragons","1556164","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-12-23"
"38","XO TOUR Llif3","Lil Uzi Vert","1547492","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-12-23"
"39","Mistletoe","Justin Bieber","1534018","https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS","2017-12-23"
"40","Se Preparó","Ozuna","1533355","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2017-12-23"
"41","Candy Paint","Post Malone","1532279","https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf","2017-12-23"
"42","Young Dumb & Broke","Khalid","1530812","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-12-23"
"43","Feliz Navidad","José Feliciano","1530553","https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS","2017-12-23"
"44","How Long","Charlie Puth","1506552","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2017-12-23"
"45","Mi Gente","J Balvin","1497627","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-12-23"
"46","I Miss You (feat. Julia Michaels)","Clean Bandit","1470733","https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL","2017-12-23"
"47","Ric Flair Drip (& Metro Boomin)","Offset","1460155","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","2017-12-23"
"48","Fairytale of New York (feat. Kirsty MacColl)","The Pogues","1450374","https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK","2017-12-23"
"49","Congratulations","Post Malone","1448535","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-12-23"
"50","Man's Not Hot","Big Shaq","1443061","https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr","2017-12-23"
"51","Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney","1412844","https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7","2017-12-23"
"52","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1388782","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2017-12-23"
"53","Mayores","Becky G","1384850","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau","2017-12-23"
"54","1-800-273-8255","Logic","1369960","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-12-23"
"55","The Christmas Song (Merry Christmas To You)","Nat King Cole","1349406","https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2","2017-12-23"
"56","Me Rehúso","Danny Ocean","1349253","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-12-23"
"57","Bartier Cardi (feat. 21 Savage)","Cardi B","1343866","https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT","2017-12-23"
"58","Have Yourself A Merry Little Christmas","Sam Smith","1312578","https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E","2017-12-23"
"59","Déjala que vuelva (feat. Manuel Turizo)","Piso 21","1289601","https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l","2017-12-23"
"60","Unforgettable","French Montana","1273677","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-12-23"
"61","Bank Account","21 Savage","1271112","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2017-12-23"
"62","HUMBLE.","Kendrick Lamar","1269069","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-12-23"
"63","Holly Jolly Christmas","Michael Bublé","1212284","https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE","2017-12-23"
"64","Merry Christmas Everyone - Remastered","Shakin' Stevens","1211860","https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB","2017-12-23"
"65","Blue Christmas","Elvis Presley","1208743","https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ","2017-12-23"
"66","Stargazing","Kygo","1204352","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2017-12-23"
"67","Feel It Still","Portugal. The Man","1197362","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-12-23"
"68","Santa's Coming For Us","Sia","1191013","https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6","2017-12-23"
