"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-07-15"
"Position","Track Name","Artist","Streams","URL","2018-07-15"
"1","In My Feelings","Drake","8829012","https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns","2018-07-15"
"2","Don’t Matter To Me","Drake","3719250","https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB","2018-07-15"
"3","Girls Like You (feat. Cardi B)","Maroon 5","3640503","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-07-15"
"4","God is a woman","Ariana Grande","3552188","https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ","2018-07-15"
"5","I Like It","Cardi B","3482293","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-07-15"
"6","Lucid Dreams","Juice WRLD","3400703","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-07-15"
"7","SAD!","XXXTENTACION","3324029","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-07-15"
"8","Nonstop","Drake","3143176","https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX","2018-07-15"
"9","Taste (feat. Offset)","Tyga","3057802","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-07-15"
"10","One Kiss (with Dua Lipa)","Calvin Harris","3004850","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-07-15"
"11","Better Now","Post Malone","2976279","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-07-15"
"12","Solo (feat. Demi Lovato)","Clean Bandit","2919303","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-07-15"
"13","Jackie Chan","Tiësto","2626979","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-07-15"
"14","Youngblood","5 Seconds of Summer","2598242","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-07-15"
"15","Te Boté - Remix","Nio Garcia","2351841","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-07-15"
"16","God's Plan","Drake","2332854","https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9","2018-07-15"
"17","Ocean (feat. Khalid)","Martin Garrix","2322998","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-07-15"
"18","Nice For What","Drake","2318649","https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX","2018-07-15"
"19","Moonlight","XXXTENTACION","2296993","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-07-15"
"20","Rise","Jonas Blue","2154874","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-07-15"
"21","Back To You","Selena Gomez","2110263","https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9","2018-07-15"
"22","no tears left to cry","Ariana Grande","2096726","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-07-15"
"23","Summertime Magic","Childish Gambino","2017077","https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF","2018-07-15"
"24","Sin Pijama","Becky G","1910319","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-07-15"
"25","Bed (feat. Ariana Grande)","Nicki Minaj","1729452","https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS","2018-07-15"
"26","changes","XXXTENTACION","1713916","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-07-15"
"27","I'm Upset","Drake","1705593","https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1","2018-07-15"
"28","Jocelyn Flores","XXXTENTACION","1659525","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-07-15"
"29","Born To Be Yours","Kygo","1635542","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","2018-07-15"
"30","X","Nicky Jam","1614482","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-07-15"
"31","2002","Anne-Marie","1589049","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-07-15"
"32","Nevermind","Dennis Lloyd","1570460","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-07-15"
"33","Psycho (feat. Ty Dolla $ign)","Post Malone","1541648","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-07-15"
"34","APESHIT","The Carters","1485717","https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj","2018-07-15"
"35","Body","Loud Luxury","1483561","https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r","2018-07-15"
"36","rockstar (feat. 21 Savage)","Post Malone","1464769","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-07-15"
"37","X - Remix","Nicky Jam","1458540","https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw","2018-07-15"
"38","Yes Indeed","Lil Baby","1403516","https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ","2018-07-15"
"39","No Es Justo","J Balvin","1399536","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-07-15"
