"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-09-23"
"Position","Track Name","Artist","Streams","URL","2017-09-23"
"1","rockstar","Post Malone","6129967","https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R","2017-09-23"
"2","Mi Gente","J Balvin","4165268","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-09-23"
"3","New Rules","Dua Lipa","3755292","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-09-23"
"4","Too Good At Goodbyes - Edit","Sam Smith","3547132","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-09-23"
"5","Look What You Made Me Do","Taylor Swift","3273466","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-09-23"
"6","1-800-273-8255","Logic","3206319","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-09-23"
"7","Dusk Till Dawn - Radio Edit","ZAYN","3025728","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-09-23"
"8","Havana","Camila Cabello","3006871","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-09-23"
"9","Unforgettable","French Montana","2808873","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-09-23"
"10","Silence","Marshmello","2788838","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-09-23"
"11","Friends (with BloodPop®)","Justin Bieber","2730283","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-09-23"
"12","What Lovers Do (feat. SZA)","Maroon 5","2711020","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-09-23"
"13","Sorry Not Sorry","Demi Lovato","2578149","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-09-23"
"14","Glorious (feat. Skylar Grey)","Macklemore","2542214","https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE","2017-09-23"
"15","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","2522638","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-09-23"
"16","Shape of You","Ed Sheeran","2412286","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-09-23"
"17","Thunder","Imagine Dragons","2241782","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-09-23"
"18","XO TOUR Llif3","Lil Uzi Vert","2148173","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-09-23"
"19","Young Dumb & Broke","Khalid","2132639","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-09-23"
"20","Attention","Charlie Puth","2103221","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-09-23"
"21","Despacito - Remix","Luis Fonsi","2061257","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-09-23"
"22","Bank Account","21 Savage","2051270","https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s","2017-09-23"
"23","Jocelyn Flores","XXXTENTACION","2001795","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2017-09-23"
"24","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","1990729","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-09-23"
"25","Bodak Yellow","Cardi B","1989439","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-09-23"
"26","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","1984851","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-09-23"
"27","Without You (feat. Sandro Cavazza)","Avicii","1975336","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-09-23"
"28","More Than You Know","Axwell /\ Ingrosso","1922781","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-09-23"
"29","Strip That Down","Liam Payne","1921603","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-09-23"
"30","Me Rehúso","Danny Ocean","1885106","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-09-23"
"31","Mama","Jonas Blue","1754299","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-09-23"
"32","I Like Me Better","Lauv","1743111","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-09-23"
"33","HUMBLE.","Kendrick Lamar","1710028","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-09-23"
"34","2U (feat. Justin Bieber)","David Guetta","1698492","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-09-23"
"35","What About Us","P!nk","1674054","https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv","2017-09-23"
"36","Congratulations","Post Malone","1657880","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-09-23"
"37","There's Nothing Holdin' Me Back","Shawn Mendes","1646101","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-09-23"
"38","...Ready For It?","Taylor Swift","1563183","https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM","2017-09-23"
"39","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","1558242","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-09-23"
"40","Felices los 4","Maluma","1558051","https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn","2017-09-23"
"41","Lonely Together (feat. Rita Ora)","Avicii","1506727","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-09-23"
"42","Bonita","J Balvin","1481777","https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v","2017-09-23"
"43","Feel It Still","Portugal. The Man","1461837","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-09-23"
"44","Believer","Imagine Dragons","1391948","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-09-23"
"45","Something Just Like This","The Chainsmokers","1353701","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-09-23"
"46","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","1339866","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-09-23"
"47","Perfect","Ed Sheeran","1329528","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-09-23"
"48","Mayores","Becky G","1310600","https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau","2017-09-23"
"49","Una Lady Como Tú","Manuel Turizo","1300059","https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF","2017-09-23"
"50","Too Much To Ask","Niall Horan","1283583","https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm","2017-09-23"
"51","Your Song","Rita Ora","1270336","https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5","2017-09-23"
"52","Despacito (Featuring Daddy Yankee)","Luis Fonsi","1220533","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-09-23"
"53","DNA","BTS","1211345","https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH","2017-09-23"
"54","Escápate Conmigo","Wisin","1189352","https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6","2017-09-23"
"55","Báilame - Remix","Nacho","1175075","https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr","2017-09-23"
"56","Se Preparó","Ozuna","1170898","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2017-09-23"
"57","The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","1142728","https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc","2017-09-23"
"58","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1111323","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2017-09-23"
"59","BUTTERFLY EFFECT","Travis Scott","1091871","https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX","2017-09-23"
"60","Reggaetón Lento (Remix)","CNCO","1088426","https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE","2017-09-23"
"61","Robarte un Beso","Carlos Vives","1073286","https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T","2017-09-23"
"62","Questions","Chris Brown","1041548","https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu","2017-09-23"
"63","There for You","Martin Garrix","1011728","https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y","2017-09-23"
"64","I Get The Bag (feat. Migos)","Gucci Mane","1006076","https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja","2017-09-23"
"65","goosebumps","Travis Scott","1002650","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","2017-09-23"
"66","Location","Khalid","994798","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-09-23"
"67","Ahora Dice","Chris Jeday","990453","https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy","2017-09-23"
"68","Rich Love (with Seeb)","OneRepublic","988228","https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD","2017-09-23"
"69","Slow Hands","Niall Horan","985179","https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh","2017-09-23"
"70","Fuck Love (feat. Trippie Redd)","XXXTENTACION","956765","https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2","2017-09-23"
"71","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde","941700","https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E","2017-09-23"
"72","Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann","937459","https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR","2017-09-23"
