"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-03-31"
"Position","Track Name","Artist","Streams","URL","2018-03-31"
"1","God's Plan","Drake","5663288","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-03-31"
"2","Call Out My Name","The Weeknd","5422066","https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N","2018-03-31"
"3","Psycho (feat. Ty Dolla $ign)","Post Malone","3962789","https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF","2018-03-31"
"4","Try Me","The Weeknd","3589920","https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s","2018-03-31"
"5","X","Nicky Jam","3468533","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-03-31"
"6","FRIENDS","Marshmello","3372932","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-03-31"
"7","Wasted Times","The Weeknd","3157369","https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR","2018-03-31"
"8","SAD!","XXXTENTACION","3092869","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-03-31"
"9","IDGAF","Dua Lipa","2872958","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-03-31"
"10","The Middle","Zedd","2824869","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-03-31"
"11","I Was Never There","The Weeknd","2756462","https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V","2018-03-31"
"12","Freaky Friday (feat. Chris Brown)","Lil Dicky","2746899","https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ","2018-03-31"
"13","Hurt You","The Weeknd","2712216","https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5","2018-03-31"
"14","Look Alive (feat. Drake)","BlocBoy JB","2709955","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-03-31"
"15","All The Stars (with SZA)","Kendrick Lamar","2636156","https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s","2018-03-31"
"16","Love Lies (with Normani)","Khalid","2567850","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-03-31"
"17","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","2479160","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-03-31"
"18","Mine","Bazzi","2442724","https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M","2018-03-31"
"19","Privilege","The Weeknd","2324020","https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A","2018-03-31"
"20","rockstar","Post Malone","2242961","https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX","2018-03-31"
"21","In My Blood","Shawn Mendes","2228353","https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K","2018-03-31"
"22","Dura","Daddy Yankee","2192880","https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc","2018-03-31"
"23","Havana (feat. Young Thug)","Camila Cabello","2097929","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-03-31"
"24","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1935394","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-03-31"
"25","Pray For Me (with Kendrick Lamar)","The Weeknd","1807944","https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x","2018-03-31"
"26","Plug Walk","Rich The Kid","1769294","https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ","2018-03-31"
"27","Me Niego","Reik","1754721","https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T","2018-03-31"
"28","Never Be the Same","Camila Cabello","1672331","https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ","2018-03-31"
"29","Like I Do","David Guetta","1663016","https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ","2018-03-31"
"30","Moonlight","XXXTENTACION","1652736","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-03-31"
"31","Échame La Culpa","Luis Fonsi","1597292","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2018-03-31"
"32","Bella","Wolfine","1595316","https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D","2018-03-31"
"33","New Rules","Dua Lipa","1545326","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-03-31"
"34","Delicate","Taylor Swift","1542524","https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf","2018-03-31"
"35","Walk It Talk It","Migos","1509620","https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP","2018-03-31"
"36","Shape of You","Ed Sheeran","1462715","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-03-31"
"37","Amorfoda","Bad Bunny","1438963","https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF","2018-03-31"
"38","Say Something","Justin Timberlake","1431996","https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS","2018-03-31"
"39","Ric Flair Drip (& Metro Boomin)","Offset","1430848","https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR","2018-03-31"
"40","Déjala que vuelva (feat. Manuel Turizo)","Piso 21","1415033","https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l","2018-03-31"
"41","Perfect","Ed Sheeran","1394741","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-03-31"
"42","Stir Fry","Migos","1363228","https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf","2018-03-31"
"43","Everyday","Logic","1342285","https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk","2018-03-31"
"44","Síguelo Bailando","Ozuna","1330884","https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz","2018-03-31"
"45","Finesse - Remix; feat. Cardi B","Bruno Mars","1327127","https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i","2018-03-31"
"46","I Fall Apart","Post Malone","1321395","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2018-03-31"
"47","Wolves","Selena Gomez","1320030","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2018-03-31"
"48","River (feat. Ed Sheeran)","Eminem","1318024","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2018-03-31"
"49","Lost In Japan","Shawn Mendes","1316113","https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX","2018-03-31"
"50","Mad Love","Sean Paul","1293512","https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf","2018-03-31"
"51","Remind Me to Forget","Kygo","1290169","https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80","2018-03-31"
"52","Nevermind","Dennis Lloyd","1278788","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-03-31"
"53","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock","1217799","https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH","2018-03-31"
"54","Let You Down","NF","1176544","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2018-03-31"
"55","Powerglide (feat. Juicy J)","Rae Sremmurd","1163818","https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG","2018-03-31"
"56","Sick Boy","The Chainsmokers","1161388","https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX","2018-03-31"
"57","Feel It Still","Portugal. The Man","1141131","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2018-03-31"
"58","Corazón","Maluma","1131463","https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou","2018-03-31"
"59","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes","1130703","https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b","2018-03-31"
"60","Criminal","Natti Natasha","1121744","https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C","2018-03-31"
"61","Downtown","Anitta","1110153","https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D","2018-03-31"
"62","Breathe","Jax Jones","1095594","https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n","2018-03-31"
"63","Thunder","Imagine Dragons","1077478","https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn","2018-03-31"
"64","Lemon - Drake Remix","N.E.R.D","1074855","https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB","2018-03-31"
"65","XO TOUR Llif3","Lil Uzi Vert","1028296","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2018-03-31"
"66","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","1024917","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2018-03-31"
"67","changes","XXXTENTACION","1011161","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-03-31"
"68","Capital Letters","Hailee Steinfeld","979829","https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO","2018-03-31"
"69","Heaven","Julia Michaels","976129","https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb","2018-03-31"
"70","El Préstamo","Maluma","966763","https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE","2018-03-31"
"71","Believer","Imagine Dragons","964654","https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4","2018-03-31"
"72","Dembow","Danny Ocean","963327","https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2","2018-03-31"
"73","EL BAÑO","Enrique Iglesias","956151","https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU","2018-03-31"
"74","Sensualidad","Bad Bunny","952710","https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw","2018-03-31"
"75","Congratulations","Post Malone","951091","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2018-03-31"
"76","Him & I (with Halsey)","G-Eazy","944111","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2018-03-31"
"77","For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne","939006","https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC","2018-03-31"
"78","Too Good At Goodbyes","Sam Smith","935181","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2018-03-31"
"79","Silence","Marshmello","934631","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2018-03-31"
"80","Bum Bum Tam Tam","MC Fioti","932768","https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr","2018-03-31"
"81","Flames","David Guetta","931259","https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV","2018-03-31"
"82","HUMBLE.","Kendrick Lamar","908414","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2018-03-31"
"83","Jocelyn Flores","XXXTENTACION","900781","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-03-31"
"84","I Miss You (feat. Julia Michaels)","Clean Bandit","892000","https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL","2018-03-31"
"85","1950","King Princess","875104","https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA","2018-03-31"
"86","Young Dumb & Broke","Khalid","863505","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2018-03-31"
"87","Machika","J Balvin","854308","https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy","2018-03-31"
"88","Unforgettable","French Montana","832248","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2018-03-31"
"89","Be Careful","Cardi B","827817","https://open.spotify.com/track/6J3YPOejivwLSjM2dru5Ad","2018-03-31"
"90","What Lovers Do (feat. SZA)","Maroon 5","822796","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2018-03-31"
"91","This Is Me","Keala Settle","822728","https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U","2018-03-31"
"92","Everybody Hates Me","The Chainsmokers","815323","https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF","2018-03-31"
"93","JAPAN","Famous Dex","813565","https://open.spotify.com/track/4lTiuD1DwBKo4L7wqMkD7C","2018-03-31"
"94","PICK IT UP (feat. A$AP Rocky)","Famous Dex","805244","https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd","2018-03-31"
"95","New Freezer (feat. Kendrick Lamar)","Rich The Kid","804066","https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK","2018-03-31"
"96","Rewrite The Stars","Zac Efron","793575","https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN","2018-03-31"
"97","Candy Paint","Post Malone","790138","https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf","2018-03-31"
"98","Se Preparó","Ozuna","788512","https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt","2018-03-31"
"99","El Farsante - Remix","Ozuna","781902","https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4","2018-03-31"
"100","Solita","Ozuna","779665","https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E","2018-03-31"
"101","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","757371","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2018-03-31"
"102","Nowadays (feat. Landon Cube)","Lil Skies","755906","https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp","2018-03-31"
"103","Dusk Till Dawn - Radio Edit","ZAYN","753311","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2018-03-31"
"104","Me Rehúso","Danny Ocean","750279","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2018-03-31"
"105","Bank Account","21 Savage","730899","https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G","2018-03-31"
"106","Something Just Like This","The Chainsmokers","729356","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2018-03-31"
"107","1-800-273-8255","Logic","719798","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2018-03-31"
"108","Bad Company (feat. BlocBoy JB)","A$AP Rocky","713100","https://open.spotify.com/track/3ZYwSDF9knZI0RVlKR4PHC","2018-03-31"
"109","Say You Won't Let Go","James Arthur","708477","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2018-03-31"
"110","Anywhere","Rita Ora","707781","https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2","2018-03-31"
"111","the remedy for a broken heart (why am I so in love)","XXXTENTACION","707105","https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7","2018-03-31"
"112","Esperándote","Manuel Turizo","704047","https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj","2018-03-31"
"113","I Like Me Better","Lauv","700157","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2018-03-31"
"114","One Dance","Drake","699287","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2018-03-31"
"115","How Long","Charlie Puth","693064","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2018-03-31"
"116","Tip Toe (feat. French Montana)","Jason Derulo","692475","https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6","2018-03-31"
"117","Betrayed","Lil Xan","691888","https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG","2018-03-31"
"118","goosebumps","Travis Scott","691289","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","2018-03-31"
"119","Whatever It Takes","Imagine Dragons","690466","https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u","2018-03-31"
"120","44 More","Logic","690266","https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO","2018-03-31"
"121","Sorry Not Sorry","Demi Lovato","685540","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2018-03-31"
"122","Attention","Charlie Puth","682228","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2018-03-31"
"123","Mi Gente","J Balvin","680374","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2018-03-31"
"124","No Limit","G-Eazy","674642","https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW","2018-03-31"
"125","Location","Khalid","674538","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2018-03-31"
"126","Narcos","Migos","673903","https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK","2018-03-31"
"127","Starboy","The Weeknd","662519","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2018-03-31"
"128","Gucci Gang","Lil Pump","661538","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2018-03-31"
"129","All Falls Down (feat. Juliander)","Alan Walker","654586","https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb","2018-03-31"
"130","Báilame - Remix","Nacho","653908","https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr","2018-03-31"
"131","Despacito - Remix","Luis Fonsi","651682","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2018-03-31"
"132","Quiero Repetir","Ozuna","649128","https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri","2018-03-31"
"133","Indecente","Anitta","646288","https://open.spotify.com/track/5FOCkGt7bp22nBVfQ4WSIT","2018-03-31"
"134","More Than You Know","Axwell /\ Ingrosso","645436","https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44","2018-03-31"
"135","Closer","The Chainsmokers","644882","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2018-03-31"
