"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-09-25"
"Position","Track Name","Artist","Streams","URL","2018-09-25"
"1","I Love It (& Lil Pump)","Kanye West","4665258","https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ","2018-09-25"
"2","Falling Down - Bonus Track","Lil Peep","4332288","https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q","2018-09-25"
"3","Happier","Marshmello","3425931","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-09-25"
"4","Eastside (with Halsey & Khalid)","benny blanco","3151958","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-09-25"
"5","Promises (with Sam Smith)","Calvin Harris","3078161","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-09-25"
"6","In My Feelings","Drake","3041108","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-09-25"
"7","In My Mind","Dynoro","2975249","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-09-25"
"8","Lucky You (feat. Joyner Lucas)","Eminem","2933256","https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0","2018-09-25"
"9","Lucid Dreams","Juice WRLD","2663540","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-09-25"
"10","SICKO MODE","Travis Scott","2631434","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-09-25"
"11","Better","Khalid","2479134","https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J","2018-09-25"
"12","Girls Like You (feat. Cardi B)","Maroon 5","2421264","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-09-25"
"13","Be Alright","Dean Lewis","2408874","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-09-25"
"14","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","2352744","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-09-25"
"15","Electricity (with Dua Lipa)","Silk City","2304980","https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk","2018-09-25"
"16","SAD!","XXXTENTACION","2209671","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-09-25"
"17","BEBE","6ix9ine","2093155","https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C","2018-09-25"
"18","Taste (feat. Offset)","Tyga","2026801","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-09-25"
"19","Vaina Loca","Ozuna","2017101","https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA","2018-09-25"
"20","I Like It","Cardi B","1997701","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-09-25"
"21","Natural","Imagine Dragons","1994997","https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP","2018-09-25"
