"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-10-30"
"Position","Track Name","Artist","Streams","URL","2017-10-30"
"1","rockstar","Post Malone","5916330","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2017-10-30"
"2","Havana","Camila Cabello","4396616","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-10-30"
"3","New Rules","Dua Lipa","3584822","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-10-30"
"4","Dusk Till Dawn - Radio Edit","ZAYN","3141843","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-10-30"
"5","What Lovers Do (feat. SZA)","Maroon 5","3109566","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-10-30"
"6","Wolves","Selena Gomez","3096538","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2017-10-30"
"7","Perfect","Ed Sheeran","2950839","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-10-30"
"8","Too Good At Goodbyes - Edit","Sam Smith","2924556","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-10-30"
"9","Silence","Marshmello","2861177","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-10-30"
"10","1-800-273-8255","Logic","2590838","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-10-30"
"11","Let You Down","NF","2582643","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2017-10-30"
"12","Gucci Gang","Lil Pump","2396335","https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc","2017-10-30"
"13","I Fall Apart","Post Malone","2366261","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2017-10-30"
"14","Young Dumb & Broke","Khalid","2169567","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-10-30"
"15","Sorry Not Sorry","Demi Lovato","2007345","https://open.spotify.com/track/3m660poUr1chesgkkjQM7P","2017-10-30"
"16","How Long","Charlie Puth","1975799","https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi","2017-10-30"
"17","Mi Gente","J Balvin","1951928","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-10-30"
"18","Shape of You","Ed Sheeran","1947920","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-10-30"
"19","Glorious (feat. Skylar Grey)","Macklemore","1922171","https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE","2017-10-30"
"20","Feel It Still","Portugal. The Man","1908453","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-10-30"
"21","Unforgettable","French Montana","1907451","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-10-30"
"22","Stargazing","Kygo","1824650","https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP","2017-10-30"
