"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-06-08"
"Position","Track Name","Artist","Streams","URL","2017-06-08"
"1","Despacito - Remix","Luis Fonsi","6867926","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-06-08"
"2","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","4859555","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-06-08"
"3","Shape of You","Ed Sheeran","4023006","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-06-08"
"4","HUMBLE.","Kendrick Lamar","3448823","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-06-08"
"5","Attention","Charlie Puth","3222279","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-06-08"
"6","Unforgettable","French Montana","3056831","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-06-08"
"7","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","2932479","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-06-08"
"8","There's Nothing Holdin' Me Back","Shawn Mendes","2855795","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-06-08"
"9","Strip That Down","Liam Payne","2723521","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-06-08"
"10","Despacito (Featuring Daddy Yankee)","Luis Fonsi","2712957","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-06-08"
"11","XO TOUR Llif3","Lil Uzi Vert","2701928","https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq","2017-06-08"
"12","Something Just Like This","The Chainsmokers","2682091","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-06-08"
"13","Stay (with Alessia Cara)","Zedd","2560684","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-06-08"
"14","Symphony (feat. Zara Larsson)","Clean Bandit","2458880","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-06-08"
"15","Malibu","Miley Cyrus","2455719","https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O","2017-06-08"
"16","Mask Off","Future","2413075","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-06-08"
"17","That's What I Like","Bruno Mars","2407515","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-06-08"
"18","Thunder","Imagine Dragons","2395703","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-06-08"
"19","It Ain't Me (with Selena Gomez)","Kygo","2347094","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-06-08"
"20","There for You","Martin Garrix","2317446","https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y","2017-06-08"
"21","Congratulations","Post Malone","2235276","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-06-08"
"22","Mama","Jonas Blue","2205729","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-06-08"
"23","Felices los 4","Maluma","2195322","https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn","2017-06-08"
"24","Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann","2073185","https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR","2017-06-08"
"25","Bad Liar","Selena Gomez","2020638","https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23","2017-06-08"
"26","First Time","Kygo","1974648","https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr","2017-06-08"
