"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-01-16"
"Position","Track Name","Artist","Streams","URL","2018-01-16"
"1","Havana (feat. Young Thug)","Camila Cabello","4228050","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-01-16"
"2","rockstar","Post Malone","3770152","https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx","2018-01-16"
"3","River (feat. Ed Sheeran)","Eminem","3161582","https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD","2018-01-16"
"4","Never Be the Same","Camila Cabello","3072104","https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ","2018-01-16"
"5","Finesse - Remix; feat. Cardi B","Bruno Mars","2876349","https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i","2018-01-16"
"6","Wolves","Selena Gomez","2809242","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","2018-01-16"
"7","New Rules","Dua Lipa","2628079","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2018-01-16"
"8","Him & I (with Halsey)","G-Eazy","2613382","https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4","2018-01-16"
"9","Échame La Culpa","Luis Fonsi","2603773","https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK","2018-01-16"
"10","Let You Down","NF","2552088","https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr","2018-01-16"
"11","Perfect","Ed Sheeran","2458251","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-01-16"
"12","What Lovers Do (feat. SZA)","Maroon 5","2224022","https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k","2018-01-16"
"13","All The Stars (with SZA)","Kendrick Lamar","2221546","https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y","2018-01-16"
"14","IDGAF","Dua Lipa","2155305","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-01-16"
"15","I Fall Apart","Post Malone","2107942","https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh","2018-01-16"
"16","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld","2097283","https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y","2018-01-16"
"17","Shape of You","Ed Sheeran","2016405","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-01-16"
"18","Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","2002850","https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI","2018-01-16"
"19","Too Good At Goodbyes","Sam Smith","1966012","https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV","2018-01-16"
"20","Silence","Marshmello","1958056","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2018-01-16"
"21","No Limit","G-Eazy","1931780","https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW","2018-01-16"
"22","Rewrite The Stars","Zac Efron","1854359","https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN","2018-01-16"
"23","I Miss You (feat. Julia Michaels)","Clean Bandit","1850334","https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL","2018-01-16"
"24","Corazón","Maluma","1837329","https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou","2018-01-16"
