"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-09-21"
"Position","Track Name","Artist","Streams","URL","2017-09-21"
"1","rockstar","Post Malone","6201713","https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R","2017-09-21"
"2","Too Good At Goodbyes - Edit","Sam Smith","4149610","https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y","2017-09-21"
"3","Mi Gente","J Balvin","3879573","https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8","2017-09-21"
"4","New Rules","Dua Lipa","3739723","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0","2017-09-21"
"5","1-800-273-8255","Logic","3434758","https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV","2017-09-21"
"6","Look What You Made Me Do","Taylor Swift","3425845","https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR","2017-09-21"
"7","Dusk Till Dawn - Radio Edit","ZAYN","3212059","https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv","2017-09-21"
"8","Havana","Camila Cabello","3094810","https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb","2017-09-21"
"9","Silence","Marshmello","2959021","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","2017-09-21"
"10","Friends (with BloodPop®)","Justin Bieber","2852628","https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz","2017-09-21"
"11","Unforgettable","French Montana","2821829","https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe","2017-09-21"
"12","What Lovers Do (feat. SZA)","Maroon 5","2757895","https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt","2017-09-21"
"13","Sorry Not Sorry","Demi Lovato","2662560","https://open.spotify.com/track/25C5CowdsfXld2jJanbiex","2017-09-21"
"14","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","2500200","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke","2017-09-21"
"15","Young Dumb & Broke","Khalid","2279620","https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY","2017-09-21"
"16","Shape of You","Ed Sheeran","2261150","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-09-21"
"17","Jocelyn Flores","XXXTENTACION","2237148","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2017-09-21"
"18","Thunder","Imagine Dragons","2223282","https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW","2017-09-21"
"19","XO TOUR Llif3","Lil Uzi Vert","2192342","https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO","2017-09-21"
"20","Attention","Charlie Puth","2143047","https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv","2017-09-21"
"21","Glorious (feat. Skylar Grey)","Macklemore","2103425","https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR","2017-09-21"
"22","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson","2093424","https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6","2017-09-21"
"23","Bodak Yellow","Cardi B","2024453","https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM","2017-09-21"
"24","Without You (feat. Sandro Cavazza)","Avicii","2017629","https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE","2017-09-21"
"25","Bank Account","21 Savage","1990462","https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s","2017-09-21"
"26","Strip That Down","Liam Payne","1963612","https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ","2017-09-21"
"27","More Than You Know","Axwell /\ Ingrosso","1944394","https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs","2017-09-21"
"28","Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled","1919842","https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi","2017-09-21"
"29","Despacito - Remix","Luis Fonsi","1890286","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-09-21"
"30","2U (feat. Justin Bieber)","David Guetta","1838234","https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M","2017-09-21"
"31","I Like Me Better","Lauv","1825194","https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9","2017-09-21"
"32","...Ready For It?","Taylor Swift","1746774","https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM","2017-09-21"
"33","What About Us","P!nk","1724933","https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv","2017-09-21"
"34","Me Rehúso","Danny Ocean","1718227","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-09-21"
"35","Mama","Jonas Blue","1717161","https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w","2017-09-21"
"36","HUMBLE.","Kendrick Lamar","1716109","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-09-21"
"37","There's Nothing Holdin' Me Back","Shawn Mendes","1658872","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-09-21"
"38","Congratulations","Post Malone","1616061","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-09-21"
"39","Lonely Together (feat. Rita Ora)","Avicii","1534103","https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab","2017-09-21"
"40","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","1523699","https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817","2017-09-21"
"41","Feel It Still","Portugal. The Man","1509132","https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK","2017-09-21"
"42","Too Much To Ask","Niall Horan","1473620","https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm","2017-09-21"
"43","Felices los 4","Maluma","1400567","https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn","2017-09-21"
"44","Your Song","Rita Ora","1389249","https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5","2017-09-21"
"45","DNA","BTS","1388675","https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH","2017-09-21"
"46","Believer","Imagine Dragons","1377983","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-09-21"
"47","Something Just Like This","The Chainsmokers","1336129","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-09-21"
"48","Bonita","J Balvin","1294470","https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v","2017-09-21"
